number,solution,myTime,bp1time,bp2time,bp3time
217365499,217365949,0.0063,0.0029,0.4177,0.394
221633983,221638339,0.0055,0.0025,3.9577,3.9284
230112496,230112649,0.0073,0.0036,0.1161,0.1111
243130970,243137009,0.0167,0.0066,5.1325,5.041
245402750,245405027,0.0052,0.0026,1.9473,2.1976
250436004,250436040,0.0046,0.003,0.032,0.0314
263646816,263646861,0.0036,0.0021,0.0403,0.0344
271273654,271274356,0.017,0.0069,0.5246,0.5103
276040016,276040061,0.0037,0.002,0.0386,0.0382
297402621,297406122,0.0058,0.0025,2.8683,2.8122
298091630,298093016,0.0175,0.0068,1.4305,1.389
298806987,298807689,0.0055,0.0025,0.5793,0.5327
322950226,322950262,0.0087,0.0038,0.0359,0.0311
326731821,326732118,0.0096,0.0039,0.2307,0.2175
328416802,328416820,0.0035,0.0025,0.0161,0.0169
361418142,361418214,0.0049,0.0024,0.0569,0.0552
377056625,377056652,0.0029,0.0094,0.0228,0.0229
379196533,379313569,0.0196,0.0066,97.4825,107.8493
391639272,391639722,0.0074,0.0042,0.3382,0.3483
401549521,401551249,0.0262,0.0039,1.7494,1.321
407688444,407844468,0.0075,0.003,133.6278,147.9942
412633590,412633905,0.0176,0.0063,0.3486,0.2984
414064944,414069444,0.0169,0.0063,3.9997,3.521
434571674,434571746,0.0046,0.0022,0.0579,0.0594
439637844,439638447,0.0053,0.0026,0.4653,0.5002
453410097,453410709,0.0068,0.0035,0.464,0.4492
459448204,459448240,0.0183,0.0067,0.0333,0.034
472828266,472828626,0.0165,0.0059,0.3435,0.2681
497710719,497710791,0.0113,0.0046,0.0659,0.0651
525235870,525237058,0.0051,0.0025,0.9252,0.9965
550545637,550545673,0.0029,0.0017,0.0288,0.0281
551388421,551412388,0.0068,0.0027,19.8461,21.4469
582115887,582117588,0.0094,0.0036,2.0165,1.5823
587322443,587323244,0.0088,0.0037,0.9127,0.6338
597612369,597612396,0.004,0.0021,0.0236,0.0232
603410652,603412056,0.109,0.0527,1.5415,1.2289
627396782,627396827,0.0323,0.0057,0.0567,0.0375
635046131,635046311,0.005,0.0025,0.1616,0.3796
640263811,640268113,0.0051,0.0024,3.5701,3.5031
640730360,640730603,0.0164,0.0059,0.201,0.1802
655867403,655867430,0.0027,0.0017,0.0224,0.0225
663939086,663939608,0.0037,0.0023,0.3967,0.3835
665828790,665828907,0.007,0.0031,0.1006,0.0963
667763002,667763020,0.004,0.021,0.016,0.0503
704483523,704483532,0.0051,0.0028,0.0096,0.0095
737702716,737702761,0.0045,0.0035,0.0362,0.0367
740545054,740545405,0.0153,0.0055,0.2974,0.3675
740602858,740602885,0.0029,0.0018,0.0223,0.0217
745265582,745265825,0.0043,0.0023,0.2182,0.1976
791505259,791505295,0.0033,0.0019,0.0289,0.0314
808991379,808991397,0.0037,0.002,0.0183,0.0166
813616283,813616328,0.013,0.0055,0.0427,0.0445
832866500,835002668,0.0123,0.0042,1773.6406,2018.9226
853466257,853466275,0.0037,0.0021,0.0151,0.016
857073303,857073330,0.0028,0.0017,0.0229,0.0231
862949829,862949892,0.0036,0.002,0.0513,0.0491
867653190,867653901,0.0163,0.0064,0.541,0.5654
874206980,874208069,0.0083,0.0036,0.8704,0.9088
875679417,875679471,0.0037,0.0021,0.0448,0.0449
888183142,888183214,0.0061,0.0025,0.0533,0.0538
895457016,895457061,0.0033,0.002,0.0366,0.0351
895924286,895924628,0.0062,0.0029,0.2566,0.2632
896810202,896810220,0.0033,0.0033,0.0159,0.0161
900875205,900875250,0.0058,0.0028,0.0363,0.0346
928283854,928284358,0.0369,0.0061,0.4311,0.3675
928675932,928679235,0.0054,0.0025,2.8318,3.5009
938135956,938135965,0.0034,0.0019,0.0087,0.0092
944321212,944321221,0.0198,0.0067,0.0103,0.0115
954623236,954623263,0.0033,0.0018,0.0219,0.0217
956403385,956403538,0.004,0.002,0.122,0.1164
958465394,958465439,0.0044,0.0023,0.0414,0.0398
958901544,958904145,0.0069,0.003,2.2377,2.27
968769954,968794569,0.034,0.0033,19.7413,21.3621
970020362,970020623,0.0055,0.0026,0.2046,0.2052
974001503,974001530,0.0032,0.0019,0.021,0.0212
989217143,989217314,0.0099,0.004,0.1338,0.1335
997850880,997858008,0.0139,0.0049,5.6607,6.2475
999896559,999896595,0.0033,0.0019,0.0265,0.0278
1086136060,1086136600,0.0109,0.0044,0.5353,0.9359
1315069861,1315081669,0.0072,0.0031,10.7262,10.9227
1326553500,1326555003,0.0179,0.0065,1.3075,1.2611
1347912022,1347912202,0.0044,0.0022,0.141,0.1444
1488790456,1488790465,0.0095,0.0041,0.0104,0.0109
1559799859,1559799895,0.0047,0.0022,0.0333,0.0303
1622878229,1622878292,0.0033,0.0018,0.0559,0.0516
1843640149,1843640194,0.0037,0.0019,0.0478,0.0412
2161742196,2161742619,0.0045,0.0022,0.5143,0.5763
2381619078,2381619087,0.0049,0.0025,0.0109,0.0125
2756374623,2756374632,0.0044,0.0021,0.0108,0.0121
3015817755,3015851577,0.0079,0.0027,35.6312,38.1615
3022762768,3022762786,0.0329,0.0025,0.0375,0.0211
3258759074,3258759407,0.0044,0.0022,0.545,0.3917
3497436789,3497436798,0.0039,0.002,0.0109,0.0115
3513635867,3513635876,0.0107,0.0045,0.0112,0.0125
3556282974,3556284279,0.0067,0.0027,1.435,1.3414
3560174007,3560174070,0.0047,0.0032,0.0793,0.0697
3560708915,3560708951,0.0053,0.0023,0.0567,0.0392
3572239306,3572239360,0.007,0.0031,0.0739,0.098
3669157798,3669157879,0.0044,0.0024,0.0774,0.0808
3734011549,3734011594,0.0033,0.0018,0.0438,0.0498
3882186864,3882188466,0.0053,0.0025,1.7223,1.5615
3950146517,3950146571,0.0044,0.0021,0.0529,0.0616
4011815159,4011815195,0.0036,0.0018,0.0354,0.0659
4461257189,4461257198,0.0034,0.0019,0.0106,0.0116
4481484641,4481486144,0.0123,0.0047,1.6342,1.9817
4575233852,4575235238,0.0152,0.0054,1.4382,1.4129
4679111316,4679111361,0.003,0.0017,0.0392,0.0448
4835073198,4835073819,0.0067,0.0031,0.7177,0.6887
4849594626,4849594662,0.0068,0.0132,0.1326,0.1102
4945311681,4945311816,0.0126,0.0048,0.1413,0.1849
5068070200,5068072000,0.0061,0.0027,2.3595,2.1665
5227779783,5227779837,0.0061,0.0028,0.0507,0.1179
5301510133,5301510313,0.0099,0.0041,0.1595,0.3062
5393349374,5393349437,0.0049,0.0024,0.0696,0.0651
5513994007,5513994070,0.0128,0.0051,0.0629,0.0673
5652631566,5652631656,0.0046,0.0023,0.0855,0.0899
5681393579,5681393597,0.0114,0.0039,0.0234,0.0231
5711992038,5711992083,0.0058,0.0026,0.0505,0.0784
5828332371,5828332713,0.0076,0.003,0.306,0.3628
5878446170,5878446701,0.0046,0.0022,0.536,0.7923
5912154056,5912154065,0.0042,0.002,0.0106,0.0123
6047692189,6047692198,0.0171,0.0055,0.0154,0.0136
6170819546,6170819564,0.0104,0.0041,0.0199,0.0212
6219397066,6219397606,0.0178,0.0066,0.6554,0.524
6240361299,6240361929,0.0044,0.0023,0.5902,0.9167
6267789168,6267789186,0.0069,0.0031,0.0231,0.0209
6466368266,6466368626,0.0117,0.0043,0.34,0.3551
6476941673,6476941736,0.0054,0.0026,0.0774,0.0626
6679957767,6679957776,0.0037,0.002,0.0106,0.0116
6681249469,6681249496,0.0137,0.0051,0.0642,0.0286
6697123651,6697125136,0.0279,0.0051,2.0464,1.5274
6728732862,6728736228,0.0104,0.0041,3.2971,4.0295
6780996419,6780996491,0.0044,0.0022,0.0694,0.0766
6914387018,6914387081,0.0093,0.0039,0.2815,0.0691
6942557619,6942557691,0.0116,0.0045,0.0667,0.0719
7123908130,7123908301,0.0152,0.006,0.1876,0.1768
7186962503,7186962530,0.0047,0.0022,0.0327,0.0298
7210779263,7210779326,0.0064,0.0028,0.0755,0.0667
7296408899,7296408989,0.0175,0.0065,0.1338,0.0989
7381297879,7381297897,0.0083,0.0036,0.0195,0.0199
7445431822,7445432128,0.0079,0.0029,0.4615,0.3132
7522580160,7522580601,0.021,0.0022,0.4849,0.5166
7598400157,7598400175,0.0149,0.0058,0.0252,0.3724
7710330665,7710335066,0.0054,0.0027,6.05,5.5195
7769043529,7769043592,0.0042,0.0021,0.0597,0.0704
7827377543,7827433577,0.015,0.0311,54.7969,61.7843
7927345849,7927345894,0.009,0.0038,0.0451,0.0474
8180991360,8180991603,0.0109,0.0044,0.276,0.4091
8274234014,8274234041,0.0076,0.0033,0.3633,0.0327
8507987704,8507987740,0.1485,0.0522,0.0603,0.0486
8524146215,8524146251,0.014,0.0054,0.0363,0.0389
8527758460,8527758604,0.012,0.0046,0.1326,0.3164
8539943016,8539943061,0.0052,0.0029,0.044,0.0518
8600074961,8600076149,0.0285,0.0047,1.6854,1.3013
8834882610,8834886012,0.0081,0.003,3.9934,3.5584
8842595400,8842900455,0.0217,0.0065,296.7721,335.8052
9066553125,9066553152,0.0039,0.002,0.028,0.0312
9122029060,9122029600,0.005,0.0025,0.5746,0.5696
9226984064,9226984406,0.036,0.0055,0.5176,0.3903
9293573379,9293573397,0.004,0.002,0.0196,0.02
9353752801,9353752810,0.0036,0.0017,0.0103,0.0129
9486789604,9486789640,0.005,0.0023,0.0339,0.0374
9516988222,9518222689,0.0158,0.0052,1237.6123,1354.4336
9567003497,9567003749,0.006,0.0043,0.4403,0.2607
9648292693,9648292936,0.0054,0.0026,0.2143,0.2569
9733035266,9733035626,0.0111,0.0044,0.3028,0.3669
9792000393,9792000933,0.005,0.0028,0.4752,0.5524
9843307923,9843307932,0.0039,0.002,0.0115,0.0127
9845727159,9845727195,0.0039,0.0021,0.0396,0.0384
9896734052,9896734205,0.0201,0.0073,0.1804,0.2864
9907718612,9907718621,0.003,0.0017,0.0689,0.0147
11411697549,11411697594,0.0041,0.002,0.0523,0.0525
11557276140,11557276401,0.0049,0.0027,0.3147,0.3461
13378114465,13378114546,0.0044,0.0028,0.0866,0.0878
17019823887,17019827388,0.0064,0.0027,3.8296,4.432
19345734523,19345734532,0.0042,0.002,0.0117,0.013
20693861712,20693861721,0.0031,0.0018,0.011,0.0124
21178502646,21178502664,0.005,0.0023,0.0368,0.0334
24070128402,24070128420,0.0034,0.0018,0.0205,0.0226
24719557225,24719557252,0.0104,0.0041,0.0296,0.0335
24819969486,24819969648,0.0043,0.0022,0.17,0.1825
25460171998,25460178199,0.0063,0.0026,7.0936,7.1043
26638310969,26638310996,0.0031,0.0018,0.0312,0.0316
27603590807,27603590870,0.0116,0.0039,0.0684,0.0811
29128651565,29128651655,0.0046,0.0023,0.0918,0.1004
29841277163,29841277316,0.005,0.0025,0.1633,0.4417
30056934211,30056941123,0.0147,0.0054,7.5251,8.3878
30509564354,30509564435,0.0061,0.0027,0.0833,0.0871
30541298120,30541298201,0.0047,0.0024,0.2776,0.0891
31117431665,31117435166,0.0169,0.006,3.8298,5.1828
32280542310,32280543012,0.0062,0.0025,0.7428,0.8111
34227683989,34227683998,0.0028,0.002,0.0151,0.0129
36064028198,36064028819,0.0048,0.0024,0.6243,0.8427
36594235144,36594235414,0.0048,0.0023,0.2803,0.3204
37186226987,37186227689,0.017,0.0059,0.7011,1.0281
37524823080,37524823800,0.0225,0.0076,0.7562,0.7948
37571381049,37571381094,0.0075,0.0033,0.049,0.0529
39473475992,39473479259,0.0175,0.0064,3.7445,3.9902
40119142584,40119142845,0.0064,0.0028,0.2765,0.2831
40123375637,40123375673,0.003,0.0018,0.0425,0.0415
40550561627,40550561672,0.0059,0.0021,0.0519,0.0506
41970543240,41970543402,0.0044,0.0023,0.1796,0.1932
45016439524,45016439542,0.0045,0.0022,0.0215,0.0243
45378647751,45378651477,0.01,0.0034,5.069,4.4179
45924339879,45924339897,0.0082,0.004,0.0217,0.0234
50337015642,50337016245,0.0164,0.0064,0.6381,0.6718
51615931534,51615931543,0.0038,0.0021,0.0124,0.0132
51627919273,51627919327,0.0048,0.0025,0.0577,0.0626
51642557130,51642557301,0.0105,0.0045,0.1822,0.1967
52210497730,52210703479,0.0078,0.0029,220.657,244.6213
53724100557,53724100575,0.0173,0.0054,0.0366,0.0385
53874439463,53874439634,0.0072,0.0032,0.176,0.1972
54118490025,54118490052,0.0037,0.0021,0.0282,0.0308
54414368850,54414380568,0.0186,0.0064,13.6977,15.2599
