number,solution,myTime,bp1time,bp2time,bp3time
705864710437239,705864710437293,0.011,0.0058,0.0927,0.0732
705894334262977,705894334267279,0.0207,0.0067,7.9012,7.2388
705900545667541,705900545671456,0.0152,0.0059,7.2042,7.5504
706055476369593,706055476369935,0.0161,0.0065,0.5511,0.4077
706101952557862,706101952558267,0.0177,0.0066,0.7355,0.5283
706117794331761,706117794336117,0.016,0.0069,7.8928,7.0143
706240484082995,706240484085299,0.0098,0.0074,4.5574,3.6911
706272490962102,706272490962120,0.0128,0.006,0.0597,0.0372
706290841737615,706290841737651,0.0112,0.0516,0.1272,0.0952
706386372875534,706386372875543,0.0089,0.004,0.0227,0.0175
706693611349144,706693611349414,0.0089,0.0047,0.4763,0.3795
706760553331138,706760553331183,0.0082,0.0044,0.0851,0.0711
706805915738467,706805915738476,0.0151,0.0066,0.0225,0.0181
706869503350087,706869503350708,0.0063,0.0032,1.0051,1.0114
706920427841460,706920427841604,0.0092,0.0074,0.2384,0.1953
706927903051527,706927903051572,0.0085,0.0037,0.0703,0.0633
706983314553922,706983314559223,0.0156,0.0058,10.2816,8.4096
707002225748937,707002225748973,0.0094,0.0042,0.0731,0.0529
707033663423942,707033663424239,0.0267,0.0076,0.4718,0.3959
707048061063583,707048061063835,0.012,0.0098,0.4045,0.3614
707090075990914,707090075990941,0.0059,0.0031,0.0501,0.0398
707128069280671,707128069280716,0.0137,0.0072,0.0765,0.0805
707153748039624,707153748039642,0.0094,0.0041,0.0323,0.0263
707183571712908,707183571712980,0.0167,0.0064,0.1445,0.1132
707382805032042,707382805032204,0.008,0.0043,0.2572,0.241
707392839443358,707392839443385,0.0151,0.0058,0.0468,0.0396
707575306818230,707575306818302,0.0136,0.0089,0.1182,0.1197
707634509248255,707634509248525,0.0106,0.0077,0.4464,0.3662
707662530251232,707662530251322,0.0109,0.0053,0.1398,0.1124
707683396036111,707683396061113,0.0164,0.0059,46.0102,42.6548
707711360840957,707711360840975,0.0135,0.0055,0.0364,0.0292
707748709670173,707748709670317,0.0172,0.0079,0.2346,0.1825
708024407497191,708024407497911,0.0114,0.0828,4.4053,0.9396
708155919682161,708155919682611,0.0068,0.0055,0.8607,0.6364
708211356207796,708211356207967,0.0192,0.0065,0.2707,0.2281
708248588412087,708248588412708,0.0147,0.0074,1.1702,0.9614
708288034778993,708288034779389,0.0136,0.0112,0.7211,0.5854
708483190501909,708483190501990,0.009,0.0044,0.1304,0.1094
708658550145728,708658550145782,0.0136,0.0056,0.0862,0.0719
708809478835925,708809478835952,0.015,0.0058,0.0481,0.0378
708976817382636,708976817382663,0.0054,0.003,0.0488,0.0396
709134948567960,709134948569067,0.0159,0.0059,2.5233,1.6863
709378869902314,709378869902341,0.0074,0.0039,0.0828,0.0389
709477442322022,709477442322202,0.0154,0.0063,0.2891,0.5158
709574821117878,709574821117887,0.0157,0.0066,0.0216,0.0186
709579420549086,709579420549608,0.0085,0.0064,0.8587,0.6889
709647299831393,709647299831933,0.0106,0.0052,0.9065,0.8068
709694177581498,709694177581849,0.0136,0.0096,0.5818,0.7266
709825515661175,709825515661517,0.0086,0.0043,0.6066,0.6492
709933598074370,709933598074703,0.0107,0.008,0.6767,3.2684
710186415216021,710186415216102,0.0199,0.0093,0.3813,0.3792
710309716625281,710309716625812,0.0092,0.0076,0.7924,0.6805
710349550863848,710349550863884,0.0134,0.0063,0.074,0.0558
710359527575940,710359527579045,0.0151,0.006,7.494,5.3278
710364113122644,710364113124246,0.0491,0.006,5.523,2.5407
710364149477069,710364149477096,0.0714,0.1078,0.1749,0.0473
710426719812230,710426719812302,0.0098,0.0047,0.1218,0.0932
710432278302108,710432278302180,0.0056,0.0031,0.1137,0.0923
710502603100907,710502603100970,0.0122,0.006,0.1134,0.2609
710755355785009,710755355785090,0.0097,0.0044,0.1538,0.1142
710759981231105,710759981231150,0.0139,0.0052,0.0924,0.0773
710788090011088,710788090011808,0.0103,0.0043,1.0878,0.9077
710802022876381,710802022876813,0.009,0.0042,0.6517,0.5934
710965554844356,710965554844365,0.0215,0.0059,0.0254,0.0182
711104884817986,711104884818679,0.0067,0.0034,1.0581,0.9721
711119067005096,711119067005609,0.0088,0.0043,0.6886,0.7493
711120377881748,711120377881784,0.0049,0.0029,0.0578,0.0464
711241885339754,711241885343579,0.0505,0.0077,7.4129,5.7421
711252042379841,711252042381479,0.009,0.0036,2.5416,3.043
711305349189426,711305349189462,0.0122,0.0051,0.0577,0.0476
711347185266995,711347185269569,0.0093,0.0068,4.6465,3.7727
711356472057574,711356472057745,0.009,0.0042,0.2646,0.296
711556444221900,711556444229001,0.015,0.0105,13.6416,13.1086
711715009975185,711715009975518,0.0087,0.0046,0.5284,1.5008
711759301656283,711759301656328,0.0083,0.0042,0.0757,0.0784
711837667404640,711837667406044,0.0104,0.005,2.5446,5.3506
711917541335903,711917541335930,0.0121,0.0059,0.0833,0.0424
712031124268384,712031124268438,0.0087,0.0042,0.1089,0.0807
712429015109523,712429015109532,0.0094,0.005,0.0199,0.0167
712677589721841,712677589724118,0.0099,0.0048,5.1636,3.2163
712699553101081,712699553101108,0.0089,0.0048,0.0561,0.0492
712853169280858,712853169280885,0.0144,0.0053,0.0969,0.0566
713082963316042,713082963316204,0.01,0.0076,0.3308,0.2571
713111995584452,713111995584524,0.0107,0.0047,0.1137,0.0902
713216281855157,713216281855175,0.0394,0.0054,0.0308,0.0282
713230662184696,713230662184966,0.0316,0.0216,0.6876,0.3632
713302011685137,713302011685173,0.0076,0.0067,0.0716,0.0538
713358573110832,713358573112038,0.0086,0.0041,2.4353,1.4615
713471153083525,713471153083552,0.0066,0.0037,0.0442,0.038
713536262728728,713536262728782,0.0118,0.005,0.7057,0.1711
713587827983895,713587827983958,0.0073,0.004,0.1053,0.0792
713718285609546,713718285609564,0.0085,0.0043,0.033,0.0291
713720813359688,713720813359868,0.0208,0.0075,0.3156,0.3074
713766553594584,713766553594845,0.0133,0.0052,0.6238,0.3252
713828909350220,713828909352002,0.0157,0.0074,5.7855,3.4516
714014560606397,714014560606739,0.019,0.0074,0.5756,0.5544
714052937543896,714052937543968,0.0148,0.0047,0.1286,0.1243
714099974573228,714099974573282,0.0182,0.0071,0.2425,0.2195
714118024862893,714118024862938,0.0129,0.0058,0.0799,0.0651
714178742021954,714178742024159,0.0114,0.0053,3.4081,3.0238
714253637361191,714253637361911,0.0142,0.0065,1.1098,1.1515
714326483847709,714326483847790,0.0077,0.0061,0.154,0.1215
714370295016513,714370295016531,0.0121,0.005,0.0328,0.0298
714455371004551,714455371005145,0.0138,0.0046,0.9712,0.7697
714563520982707,714563520982770,0.0118,0.0051,0.0987,0.1505
714896065610841,714896065611048,0.0138,0.0196,0.3859,0.2516
714912550691116,714912550691161,0.0131,0.0044,0.0726,0.0599
714938667315623,714938667315632,0.009,0.0042,0.0175,0.0163
714955728073816,714955728073861,0.0068,0.0038,0.0716,0.0612
714963360291593,714963360291935,0.1158,0.013,0.6511,0.6179
715115592490420,715115592492004,0.0109,0.0052,2.9175,2.5418
715242625110287,715242625110728,0.0172,0.0057,0.6449,0.5556
715497257912292,715497257912922,0.0221,0.0128,1.2012,1.0353
715711170032602,715711170032620,0.0074,0.0062,0.033,0.0291
715747218683530,715747218685033,0.0148,0.0059,2.2269,1.9577
715794533433729,715794533433792,0.019,0.007,0.1191,0.125
716022958622385,716022958622538,0.0082,0.004,0.2274,0.1937
716046852088881,716046852108888,0.0264,0.0076,33.7874,33.3919
716073012991212,716073012991221,0.0053,0.0027,0.0173,0.0148
716076842510639,716076842510693,0.0075,0.0058,0.0854,0.0731
716280207626401,716280207626410,0.0098,0.0049,0.019,0.0172
716389808799890,716389808799908,0.1238,0.0169,0.0515,0.0444
716436485637516,716436485637561,0.0104,0.0066,0.1087,0.0643
716454023976603,716454023976630,0.0082,0.0038,0.0873,0.0605
716539336070105,716539336070150,0.0276,0.0294,0.0897,0.1139
716599289076007,716599289076070,0.0276,0.009,0.1291,0.2338
716746938412938,716746938412983,0.0048,0.0032,0.0711,0.0607
716776901770200,716776901772000,0.0128,0.0058,3.6915,2.6874
716788325941323,716788325941332,0.0114,0.0046,0.0196,0.0168
716802746733419,716802746733491,0.02,0.0078,0.2414,0.3425
716848284952986,716848284956289,0.0231,0.0059,6.1275,6.0584
716865130932558,716865130932585,0.0072,0.005,0.0491,0.0416
716918955711930,716918955713019,0.1668,0.0082,7.6916,2.8662
717030388386981,717030388388169,0.0192,0.0067,1.7439,1.4801
717075894296874,717075894297468,0.0084,0.004,1.5617,0.8585
717086593193034,717086593193043,0.0118,0.005,0.0202,0.0166
717273486652512,717273486652521,0.0115,0.0047,0.0195,0.0172
717327682000721,717327682001027,0.0186,0.0061,0.4331,0.3766
717384476883404,717384476883440,0.0229,0.0112,0.0809,0.0629
717390322207518,717390322207581,0.0119,0.0049,0.1002,0.0851
717536434551743,717536434553147,0.0167,0.0059,2.0945,1.914
717626568257389,717626568257398,0.0113,0.0589,0.022,0.021
717847477297116,717847477297161,0.0072,0.004,0.0782,0.0638
718049867485257,718049867485275,0.0119,0.0051,0.0373,0.0316
718465979066740,718465979067046,0.0143,0.0059,0.5565,0.4193
718561296530875,718561296535078,0.0172,0.0055,6.6461,8.691
718697421530039,718697421530093,0.0079,0.0046,0.0916,0.0774
718732128388292,718732128388922,0.0323,0.0036,1.0926,0.782
718793169077635,718793169077653,0.0094,0.0062,0.0368,0.0284
718831025041056,718831025041065,0.0256,0.0041,0.0201,0.0187
718865236880515,718865236880551,0.0151,0.0052,0.0604,0.0499
718870390147269,718870390147296,0.0096,0.0038,0.0472,0.0387
718912618007059,718912618007095,0.0147,0.0073,0.0671,0.0527
718918022634913,718918022634931,0.005,0.0029,0.03,0.0269
718933891318277,718933891318727,0.0223,0.012,3.0667,0.7182
718994175464511,718994175465114,0.0142,0.0054,0.979,1.1637
719002405160826,719002405160862,0.0168,0.0063,0.0598,0.0558
719055905250492,719055905250924,0.0219,0.0128,0.9256,0.8234
719112878780560,719112878780605,0.0084,0.0068,0.0772,0.06
719283606765671,719283606765716,0.0146,0.006,0.114,0.0739
719364343614251,719364343614512,0.0092,0.007,0.4607,0.3456
719733126636492,719733126636924,0.0606,0.02,0.7629,0.6942
719749112317267,719749112317276,0.0127,0.0075,0.0198,0.0181
719849729412391,719849729412913,0.0157,0.0083,0.9955,0.8318
720002937272924,720002937272942,0.0141,0.0061,0.0322,0.028
720048223881125,720048223881152,0.014,0.0062,0.0525,0.0523
720192932443311,720192933112344,0.0145,0.0059,1181.0032,1080.2261
720359828991195,720359828991519,0.0491,0.028,0.77,0.4452
720444493533035,720444493533053,0.0074,0.0041,0.0327,0.0268
720477870856411,720477870861145,0.0104,0.0057,9.6521,11.2223
720573504041866,720573504046168,0.0159,0.0096,12.0841,8.9685
720699842784071,720699842784107,0.0104,0.004,0.0576,0.0489
721189519960489,721189519960498,0.0136,0.005,0.0207,0.0174
721297739475389,721297739475398,0.0203,0.0087,0.0226,0.0196
721304561173763,721304561176337,0.0081,0.0035,4.2142,3.6289
721321780232140,721321780232401,0.0104,0.0048,0.4057,0.4024
721347344134087,721347344134708,0.0138,0.0063,0.9005,1.4718
721430497768319,721430497768391,0.0145,0.0067,0.1249,0.0997
721545912029532,721545912032259,0.0128,0.006,4.0208,4.0343
721602350086141,721602350086411,0.0062,0.0034,0.4046,0.3769
721701446311283,721701446311328,0.018,0.0143,0.1105,0.0802
721861011888281,721861011888812,0.0152,0.0062,0.7706,0.6907
722114702734599,722114702734959,0.0186,0.0069,0.5404,0.4502
722226698178289,722226698178298,0.0158,0.0058,0.0216,0.0189
722234279019229,722234279019292,0.0053,0.003,0.0946,0.0826
722469325852978,722469325852987,0.01,0.0047,0.018,0.0154
722472259543523,722472259543532,0.0042,0.0029,0.02,0.0153
722500960078101,722500960078110,0.0118,0.0043,0.0177,0.0164
722621784240038,722621784240083,0.0066,0.0055,0.0686,0.058
722632202112681,722632202112816,0.0066,0.0058,0.186,0.1678
722716148618496,722716148618649,0.0138,0.0055,0.2903,0.2597
722785805579998,722785805587999,0.0071,0.0032,14.0572,15.3854
722889782490066,722889782490606,0.0109,0.0042,0.8377,0.6793
722993109644299,722993109644929,0.0169,0.0066,1.3239,0.7714
723088710178036,723088710178063,0.0219,0.0066,0.0848,0.0517
723135287348301,723135287348310,0.0118,0.005,0.0204,0.0174
723186386508642,723186386520468,0.0148,0.005,22.5382,24.2241
723324742689691,723324742689916,0.0109,0.0057,0.3562,0.2885
723375788956212,723375788956221,0.0125,0.0054,0.0234,0.0204
723571097228056,723571097228065,0.01,0.0041,0.024,0.0208
723613388018313,723613388018331,0.0086,0.0071,0.0643,0.0832
723683343427579,723683343427597,0.0088,0.0086,0.0433,0.0399
723883562395609,723883562395690,0.0095,0.0067,0.138,0.1067
723886853393345,723886853393354,0.0082,0.0038,0.0199,0.0161
723888094344583,723888094344835,0.1108,0.0083,0.4242,0.4031
724047898039879,724047898039897,0.0139,0.006,0.0498,0.0295
724070304166653,724070304315666,0.0195,0.0071,261.2609,245.0475
724108787813716,724108787813761,0.011,0.0043,0.125,0.0612
724181177989079,724181177989097,0.0159,0.0072,0.0431,0.0344
724211783478525,724211783478552,0.0054,0.0028,0.0483,0.0394
724246988325374,724246988325437,0.0131,0.0087,0.3637,0.0898
724306189874212,724306189874221,0.0981,0.0638,0.0837,0.0293
724544442818013,724544442818031,0.0132,0.0056,0.0361,0.0332
724753267611533,724753267613135,0.0167,0.0067,2.4204,2.1683
724797067064445,724797067064454,0.0164,0.0059,0.0208,0.0188
724856573087934,724856573087943,0.0109,0.0053,0.0201,0.018
724911414645161,724911414645611,0.0115,0.0123,1.8869,0.6017
724994247271243,724994247271324,0.0641,0.0101,0.2146,0.1414
725035236092389,725035236092398,0.0121,0.0054,0.0204,0.0173
725065035598023,725065035598032,0.0125,0.005,0.0188,0.0167
725198551518788,725198551518878,0.0182,0.0063,0.1544,0.1168
725211978723050,725211978723500,0.0106,0.0054,0.6636,0.5564
725238850816387,725238850816738,0.008,0.0036,0.8053,0.4294
725240809192902,725240809192920,0.0125,0.0065,0.0354,0.0293
725297434718438,725297434718483,0.0087,0.0065,0.0815,0.0679
725332017185093,725332017185309,0.0142,0.0056,0.3216,0.2664
725357510076862,725357510078266,0.014,0.0064,2.0349,1.7874
725414687742475,725414687742547,0.007,0.0295,0.13,0.0849
725535537752846,725535537752864,0.0118,0.009,0.0353,0.0297
725708983595055,725708983595505,0.0129,0.0053,0.7234,0.5676
725749855195690,725749855195906,0.0124,0.005,0.4196,0.3609
725868962398315,725868962398351,0.0135,0.0047,0.0641,0.0523
726104271263639,726104271263693,0.0087,0.0038,0.0875,0.0689
726190891889316,726190891889361,0.0302,0.0206,0.0703,0.0639
726202822822626,726202822822662,0.0168,0.0073,0.063,0.0489
726205727306781,726205727306817,0.0131,0.0064,0.0737,0.0564
726210436474413,726210436474431,0.0099,0.007,0.0409,0.0304
726320138706662,726320138720666,0.0186,0.0067,25.0065,23.0673
726365076896640,726365076904668,0.0236,0.0108,13.7106,12.4875
726416370332135,726416370332153,0.0697,0.0287,0.0491,0.0278
726423223742711,726423223747112,0.0147,0.0168,8.5394,7.283
726435825090668,726435825090686,0.0051,0.0026,0.0303,0.0258
726446347322552,726446347325225,0.0297,0.0053,5.6031,4.3656
726447668476973,726447668477369,0.0223,0.0088,0.6955,0.5389
726495477680503,726495477680530,0.0132,0.0045,0.0504,0.0401
726679277960465,726679277960546,0.0146,0.006,0.1231,0.4242
726826870543674,726826870543746,0.0104,0.0053,0.1149,0.0978
726831781332220,726831782012233,0.01,0.0041,1129.0774,1281.9968
726893070787382,726893070787823,0.0138,0.0089,0.7028,0.6203
726922403290761,726922403291067,0.0126,0.0062,0.504,0.4121
727260100715478,727260100715487,0.0224,0.01,0.0446,0.0249
727307300538173,727307300538317,0.0177,0.0091,0.2647,0.2302
727324972687822,727324972688227,0.0256,0.0033,0.5936,0.5769
727330091231848,727330091231884,0.0117,0.0055,0.0677,0.0535
727466216352509,727466216352590,0.0117,0.0049,0.1174,0.0994
727530460841472,727530460841724,0.0201,0.0095,0.4816,0.3851
727628267957551,727628267971555,0.0188,0.0067,25.2979,25.318
727661822150019,727661822150091,0.0054,0.003,0.1168,0.0948
727889108113168,727889108113186,0.0157,0.0086,0.037,0.0309
728064240094316,728064240094361,0.009,0.0067,0.08,0.0614
728082520808402,728082520808420,0.0133,0.0063,0.037,0.0306
728106110912248,728106110912284,0.0094,0.0175,0.087,0.1261
728296336063513,728296336063531,0.0111,0.0248,0.0411,0.0338
728381433862378,728381433862387,0.0125,0.0062,0.0257,0.0183
728569412789655,728569412795568,0.0084,0.0041,9.4952,10.7642
728686832785927,728686832785972,0.0113,0.0166,0.0989,0.0663
728695817101132,728695817101213,0.0096,0.0049,0.2089,0.1199
728834454197344,728834454197434,0.0085,0.0067,0.1431,0.1218
728935591630813,728935591630831,0.0118,0.0056,0.038,0.0431
729098031224446,729098031224464,0.0084,0.0043,0.0357,0.0283
729111717942850,729111717945028,0.0144,0.0055,3.8123,2.6607
729311818272566,729311818272656,0.0159,0.0064,0.1457,0.1175
729478170352212,729478170352221,0.0133,0.0055,0.0211,0.0194
729495444846350,729495444846503,0.0063,0.0065,0.2385,0.189
729531996273239,729531996273293,0.0078,0.0041,0.0841,0.0717
729659629154299,729659629154929,0.0106,0.0048,1.142,0.9012
729746332816830,729746332818036,0.0206,0.0064,2.413,1.9469
729777920594586,729777920594658,0.0156,0.0064,0.109,0.0914
729909530215127,729909530215172,0.0209,0.0084,0.1003,0.1356
729927314307917,729927314307971,0.0158,0.0066,0.0838,0.0674
729933619628272,729933619628722,0.0133,0.0059,0.6732,0.5682
729985496973512,729985496973521,0.0059,0.0033,0.0186,0.0165
730021432208135,730021432208153,0.0059,0.0031,0.032,0.025
730228276615890,730228276615908,0.017,0.0067,0.0479,0.031
730234108030048,730234108030084,0.0409,0.0197,0.0526,0.047
730251545211300,730251545213001,0.0126,0.0047,3.3841,2.1011
730297701910002,730297701910020,0.0079,0.0058,0.0307,0.0269
730323337521315,730323337521351,0.0127,0.0055,0.0719,0.0615
730346270361909,730346270361990,0.0136,0.0059,0.1366,0.1115
730422184460463,730422184460634,0.0147,0.0062,0.7082,0.2044
730553330208162,730553330208216,0.0216,0.0074,0.1054,0.0829
730672739420906,730672739420960,0.014,0.0054,0.0877,0.069
730708515966593,730708515966935,0.0076,0.0041,1.3145,0.4292
730748114568124,730748114568142,0.0082,0.0067,0.0498,0.031
730763496976436,730763496976463,0.0139,0.0057,0.0736,0.0405
730941800697645,730941800697654,0.0101,0.0043,0.0187,0.0167
730999753382086,730999753382608,0.0134,0.0068,0.8475,0.8413
731046735373481,731046735373814,0.0119,0.0059,0.5668,0.4598
731130013988020,731130013988200,0.0119,0.0058,0.3057,0.251
731159821140205,731159821140250,0.0129,0.0055,0.0729,0.0597
731208179772393,731208179772933,0.0248,0.0078,0.8809,0.7132
731213268142282,731213268142822,0.0077,0.0042,1.0025,0.7616
731230200460706,731230200460760,0.0067,0.004,0.0869,0.0709
731231439564577,731231439564757,0.0072,0.0035,0.2831,0.2292
731293651867244,731293651867424,0.0199,0.0078,0.2852,0.2329
731342090192229,731342090192292,0.0094,0.0065,0.1073,0.0837
731406714041772,731406714042177,0.0114,0.0051,0.6671,0.5707
731419057318326,731419057318362,0.0069,0.0058,0.0702,0.0537
731444954641448,731444954641484,0.0136,0.008,0.0786,0.0527
731586398426401,731586398426410,0.0227,0.0125,0.0357,0.0281
731648727028774,731648727042778,0.0112,0.005,27.8917,25.9823
731773083346177,731773083346717,0.0083,0.0043,0.883,1.9458
731800717672261,731800717672612,0.0118,0.0078,0.6972,0.5855
731976392339097,731976392339709,0.0125,0.0096,1.2905,1.2137
731983920180880,731983920188008,0.0384,0.0105,16.3184,14.6124
732337849167616,732337849167661,0.0105,0.0095,0.079,0.0696
732439249807997,732439249809779,0.0205,0.0082,3.1851,3.4096
732610333600771,732610333601077,0.0149,0.0063,0.4943,0.4165
732793373709121,732793373709211,0.0111,0.0047,0.1364,0.1131
732821546465525,732821546465552,0.0132,0.0066,0.0464,0.0405
732929870712247,732929870712274,0.0063,0.0036,0.0433,0.0371
732962980328778,732962980328787,0.0366,0.0077,0.0192,0.0204
733029558549891,733029558549918,0.0059,0.0057,0.0459,0.0446
733076648902976,733076648906279,0.0132,0.005,5.8544,5.4327
733121438103430,733121438104033,0.0123,0.0044,0.8673,0.7534
733321883365072,733321883365207,0.0132,0.0078,0.2812,0.2857
733345262662176,733345262662617,0.0375,0.0079,0.6813,0.6733
733435042240233,733435042240323,0.007,0.0032,0.1421,0.1197
733444101001840,733444101004018,0.0124,0.0058,3.0474,2.8427
733453474576694,733453474576946,0.0095,0.0069,0.3871,0.3293
733506280383402,733506280383420,0.0062,0.0047,0.0312,0.0265
733537709595361,733537709595613,0.0095,0.0048,0.4584,0.35
733597894559700,733597894570059,0.012,0.0057,17.0238,16.8835
733803996631402,733803996631420,0.0091,0.0062,0.0387,0.0296
733863681660654,733863681664056,0.0194,0.0068,6.5789,5.3339
734024476218077,734024476218707,0.0134,0.0066,0.9549,0.7961
734051781082665,734051781085266,0.01,0.0093,6.6098,4.6568
734111394450609,734111394450690,0.0117,0.0055,0.1325,0.1125
734115392467544,734115392474456,0.0158,0.0076,11.9724,11.4188
734135969894862,734135969896248,0.0117,0.0049,2.6052,1.6177
734170130417381,734170130417813,0.011,0.0051,1.0002,1.1085
734201114416305,734201114416350,0.0059,0.0032,0.0786,0.0659
734313802020428,734313802020482,0.0093,0.0098,0.1249,0.106
734550729088136,734550729088163,0.0117,0.0048,0.0844,0.039
734696778381267,734696778381276,0.0145,0.0053,0.0203,0.032
734738218499636,734738218499663,0.0091,0.007,0.0534,0.0476
734789977460624,734789977460642,0.0133,0.0055,0.0394,0.0337
734797662854344,734797662854434,0.0285,0.0073,0.2036,0.1294
734921261362508,734921261362580,0.017,0.0066,0.1224,0.1075
734950055129538,734950055129583,0.0123,0.0053,0.1054,0.1275
735008112864459,735008112864495,0.0092,0.0042,0.0593,0.0483
735188499057211,735188499071125,0.0123,0.0054,26.2865,25.4153
735540415035020,735540415035200,0.0106,0.0051,0.4467,0.297
735689228047856,735689228047865,0.0207,0.0147,0.0293,0.0313
735691888969181,735691888969811,0.0075,0.004,0.9835,0.8037
735777170193493,735777170193934,0.0118,0.0084,0.8373,0.647
735803340922330,735803340923023,0.0209,0.0058,1.0833,1.389
735819473953090,735819473953900,0.0158,0.006,1.229,1.0784
735907395692995,735907395695299,0.0205,0.0082,4.4272,5.088
735910999273507,735910999273570,0.0054,0.0027,0.0979,0.079
735926271192126,735926271192162,0.0262,0.0239,0.0687,0.0683
736115940282674,736115940282746,0.017,0.0062,0.1089,0.0942
736177479078524,736177479078542,0.012,0.005,0.0321,0.0271
736285550179994,736285550194799,0.0168,0.0061,25.9085,24.437
736315340119940,736315340140199,0.0121,0.0044,36.7827,33.5889
736410494334713,736410494334731,0.0141,0.0053,0.0453,0.0306
736437948632244,736437948632424,0.0252,0.0177,0.4515,0.2523
736724463356125,736724463356152,0.0118,0.0053,0.0474,0.0408
736728482194618,736728482194681,0.0159,0.0062,0.117,0.0938
736773973032668,736773973032686,0.0129,0.0053,0.0433,0.0322
736897227104735,736897227104753,0.0064,0.0031,0.0317,0.0268
736953192558542,736953192582455,0.0142,0.0062,49.5474,45.0033
736959068719047,736959068719074,0.0105,0.0048,0.0442,0.0396
737090820691112,737090820691121,0.013,0.0089,0.0222,0.0211
737218822515806,737218822515860,0.0308,0.0048,0.1168,0.134
737323766294893,737323766294938,0.0126,0.0059,0.1138,0.0701
737499432585388,737499432585838,0.0098,0.005,1.0232,0.7748
737529587397190,737529587397901,0.0127,0.0061,1.0536,0.8855
737601899310870,737601899317008,0.015,0.0058,10.6214,9.8632
737942902760111,737942902761011,0.0073,0.0055,1.341,1.7718
738034257603133,738034257603313,0.0093,0.0072,0.3073,0.4069
738049034612987,738049034617289,0.061,0.0094,8.1775,8.0212
738086107399858,738086107399885,0.0073,0.004,0.0484,0.0371
738094710043374,738094710043437,0.0164,0.006,0.1248,0.1
738198149822664,738198149824266,0.0246,0.0073,2.8526,2.2944
738305795934914,738305795934941,0.0086,0.0038,0.0452,0.0412
738368766841558,738368766841585,0.029,0.0048,0.0447,0.0363
738398034499411,738398034911449,0.0383,0.0082,818.4884,658.0389
738434007578886,738434007586788,0.0166,0.0064,14.0332,12.7648
738446600661941,738446600664119,0.0129,0.0065,4.3138,3.7726
738526275447957,738526275447975,0.0115,0.0046,0.032,0.0273
738764010541654,738764010544156,0.0134,0.0093,4.2938,3.812
738774746994406,738774746994460,0.0111,0.0048,0.084,0.0688
739002486125573,739002486125735,0.0277,0.0054,0.4688,0.1941
739024510957343,739024510957433,0.0102,0.0045,0.1456,0.1247
739117278691480,739117278691804,0.0156,0.0057,0.4899,0.3938
739137834742392,739137834742923,0.015,0.0078,0.8051,0.7651
739304940448058,739304940448085,0.0088,0.0039,0.0475,0.0399
739439830940640,739439830944006,0.0176,0.0075,6.5873,5.6361
739480964027130,739480964027301,0.0077,0.0064,0.2745,0.2224
739582928623101,739582928623110,0.0085,0.0043,0.0218,0.0186
739588694358539,739588694358593,0.0104,0.0054,0.0935,0.0762
739614728853901,739614728853910,0.0088,0.006,0.0199,0.0173
739758598069646,739758598069664,0.0141,0.0064,0.0407,0.0331
739776314638183,739776314638318,0.0199,0.0084,0.2169,0.1906
739852335015628,739852335015682,0.0133,0.0058,0.0799,0.0723
739929350058503,739929350058530,0.1258,0.0083,0.0539,0.0455
739981495050740,739981495054007,0.0102,0.0073,5.6931,6.1513
740042805340866,740042805346068,0.0122,0.0051,8.2226,9.2524
740051410585297,740051410585729,0.0139,0.0061,0.6291,0.5111
740107837140513,740107837140531,0.008,0.0044,0.0353,0.0317
740117357323695,740117357323956,0.0204,0.0064,0.4152,0.3265
740344837594783,740344837594837,0.0079,0.0075,0.1203,0.1103
740401331707151,740401331707511,0.0077,0.0039,0.5207,0.4336
740403204305660,740403204306056,0.01,0.0049,0.8655,0.5361
740620288941098,740620288941809,0.0107,0.0056,1.143,0.9144
740640000389525,740640000389552,0.0094,0.005,0.0449,0.0396
740763612380122,740763612380212,0.0196,0.0063,0.1699,0.1184
740780705374627,740780705374672,0.0123,0.0051,0.1149,0.069
740916495336421,740916495341236,0.0153,0.0084,8.3307,8.6723
740930113354834,740930113354843,0.0114,0.005,0.0236,0.0166
741021887530593,741021887530935,0.0113,0.0044,0.5516,0.455
741101109255162,741101109255216,0.0124,0.0059,0.0826,0.0694
741113092152327,741113092152372,0.0073,0.0042,0.0982,0.0723
741286552107159,741286552107195,0.006,0.0048,0.0612,0.051
741348019752895,741348019752958,0.0093,0.0048,0.1028,0.086
741409955832665,741409955835266,0.01,0.0066,4.4203,3.9624
741429207899605,741429207899650,0.0121,0.0047,0.145,0.065
741485359092648,741485359092684,0.0077,0.0046,0.0627,0.0528
741563191712167,741563191712176,0.014,0.005,0.0186,0.017
741922859196459,741922859196495,0.0094,0.005,0.0724,0.0601
741963494974870,741963494977048,0.0096,0.0048,3.8738,3.2983
741984312712151,741984312712511,0.0195,0.0072,1.2883,2.39
741984370709498,741984370709849,0.0103,0.0047,0.5265,0.4296
741985765711290,741985765711902,0.0151,0.0072,1.0867,0.8912
742008853419548,742008853419584,0.0238,0.0155,0.0883,0.0757
742164567990919,742164567990991,0.0115,0.0051,0.1345,0.1254
742197428838611,742197428861138,0.0187,0.0074,37.618,34.9585
742464290590156,742464290590165,0.0094,0.0051,0.0192,0.0172
742600258997927,742600258997972,0.0142,0.0055,0.0748,0.0589
742647762630968,742647762630986,0.009,0.0046,0.0369,0.0312
742668995045249,742668995045294,0.0126,0.0063,0.0802,0.0615
